公司,466,0.046047430830039524,n
风险,178,0.01758893280632411,n
影响,108,0.010671936758893281,vn
项目,100,0.009881422924901186,n
年,99,0.009782608695652175,m
行业,94,0.009288537549407115,n
市场,92,0.00909090909090909,n
技术,90,0.008893280632411068,n
产品,81,0.008003952569169961,n
万元,80,0.007905138339920948,m
经营,68,0.0067193675889328066,vn
可能,67,0.006620553359683794,v
企业,64,0.006324110671936759,n
投资,61,0.006027667984189723,vn
导致,58,0.005731225296442688,v
发展,57,0.0056324110671936755,vn
资金,57,0.0056324110671936755,n
存在,55,0.005434782608695652,v
一定,55,0.005434782608695652,d
募集,52,0.005138339920948616,v
年度,50,0.004940711462450593,n
研发,49,0.004841897233201581,j
管理,47,0.004644268774703557,vn
生产,47,0.004644268774703557,vn
业务,45,0.004446640316205534,n
未来,44,0.004347826086956522,t
主要,44,0.004347826086956522,b
客户,42,0.004150197628458498,n
本次,41,0.004051383399209486,r
下降,41,0.004051383399209486,v
不能,41,0.004051383399209486,v
波动,39,0.0038537549407114623,vn
中,39,0.0038537549407114623,f
发行人,39,0.0038537549407114623,n
因素,37,0.003656126482213439,n
实施,37,0.003656126482213439,v
月,36,0.0035573122529644267,m
控制,36,0.0035573122529644267,v
能力,35,0.003458498023715415,n
变化,35,0.003458498023715415,vn
销售,35,0.003458498023715415,vn
食用菌,34,0.0033596837944664033,n
模具,33,0.003260869565217391,n
产生,32,0.0031620553359683794,n
相关,32,0.0031620553359683794,v
出现,32,0.0031620553359683794,v
军方,32,0.0031620553359683794,n
政策,31,0.0030632411067193677,n
业绩,31,0.0030632411067193677,n
股权,31,0.0030632411067193677,n
收入,30,0.0029644268774703555,v
发行,30,0.0029644268774703555,v
会,29,0.002865612648221344,v
股东,29,0.002865612648221344,n
规模,28,0.002766798418972332,n
不利,28,0.002766798418972332,a
面临,28,0.002766798418972332,v
报告,27,0.0026679841897233204,n
应急,27,0.0026679841897233204,vn
占,26,0.002569169960474308,v
进行,26,0.002569169960474308,v
情况,26,0.002569169960474308,n
工程,26,0.002569169960474308,n
比例,26,0.002569169960474308,n
国家,25,0.0024703557312252965,n
具有,25,0.0024703557312252965,v
方面,25,0.0024703557312252965,n
新,25,0.0024703557312252965,a
发生,25,0.0024703557312252965,v
采购,25,0.0024703557312252965,v
装备,25,0.0024703557312252965,n
零部件,25,0.0024703557312252965,mq
净资产,24,0.0023715415019762848,n
价格,24,0.0023715415019762848,n
军品,24,0.0023715415019762848,n
需求,23,0.0022727272727272726,v
要求,23,0.0022727272727272726,v
期内,23,0.0022727272727272726,f
盈利,23,0.0022727272727272726,n
领域,23,0.0022727272727272726,n
日,23,0.0022727272727272726,m
交通,23,0.0022727272727272726,n
高,22,0.002173913043478261,a
实际,22,0.002173913043478261,n
产能,22,0.002173913043478261,v
较大,22,0.002173913043478261,a
受,21,0.002075098814229249,v
我国,21,0.002075098814229249,r
持续,21,0.002075098814229249,vd
核心,21,0.002075098814229249,n
竞争,21,0.002075098814229249,vn
营业,21,0.002075098814229249,n
